,fecha,Consumo,Cargo fijo,Cargo variable,Dias,subsidio,Total,Tipo,Precio kWh,Dia,precio_kWh,inflacion_acumulada,T_mean,T_max,T_min,longitud,latitud,precio_kWh_norm,use,precio_kWh_norm_nan,precio_kWh_norm_new
117,2006-04-28,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0383936804479577,17.73,23.69,12.46,-58.2813,-34.8115,0.12262013077998432,1,0.12262013077998432,0.12262013077998432
118,2006-04-29,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0387724149859892,15.76,20.85,8.4,-58.2813,-34.8115,0.12257542370275129,1,0.12257542370275129,0.12257542370275129
119,2006-04-30,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0391512876603104,10.69,16.2,5.8,-58.2813,-34.8115,0.12253073292563751,1,0.12253073292563751,0.12253073292563751
120,2006-05-01,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.039318488535566,11.64,17.12,7.83,-58.2813,-34.8115,0.1225110207334492,1,0.1225110207334492,0.1225110207334492
121,2006-05-02,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.039485716313673,12.12,18.25,7.74,-58.2813,-34.8115,0.12249131171246955,1,0.12249131171246955,0.12249131171246955
122,2006-05-03,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.03965297099896,12.51,18.88,7.92,-58.2813,-34.8115,0.1224716058621884,1,0.1224716058621884,0.1224716058621884
123,2006-05-04,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.039820252595757,13.68,18.76,10.05,-58.2813,-34.8115,0.12245190318209559,1,0.12245190318209559,0.12245190318209559
124,2006-05-05,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0399875611083933,14.58,18.76,11.3,-58.2813,-34.8115,0.1224322036716812,1,0.1224322036716812,0.1224322036716812
125,2006-05-06,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0401548965412,13.8,17.15,10.63,-58.2813,-34.8115,0.1224125073304353,1,0.1224125073304353,0.1224125073304353
126,2006-05-07,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0403222588985086,14.3,17.15,12.37,-58.2813,-34.8115,0.12239281415784801,1,0.12239281415784801,0.12239281415784801
127,2006-05-08,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0404896481846513,14.98,19.62,11.93,-58.2813,-34.8115,0.1223731241534096,1,0.1223731241534096,0.1223731241534096
128,2006-05-09,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.040657064403961,14.07,19.93,9.91,-58.2813,-34.8115,0.12235343731661037,1,0.12235343731661037,0.12235343731661037
129,2006-05-10,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0408245075607714,14.36,20.06,9.67,-58.2813,-34.8115,0.12233375364694074,1,0.12233375364694074,0.12233375364694074
130,2006-05-11,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0409919776594163,13.8,19.51,8.4,-58.2813,-34.8115,0.12231407314389121,1,0.12231407314389121,0.12231407314389121
131,2006-05-12,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0411594747042314,11.85,17.36,8.07,-58.2813,-34.8115,0.1222943958069523,1,0.1222943958069523,0.1222943958069523
132,2006-05-13,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.041326998699552,13.39,19.63,8.92,-58.2813,-34.8115,0.12227472163561469,1,0.12227472163561469,0.12227472163561469
133,2006-05-14,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0414945496497143,13.38,19.73,8.38,-58.2813,-34.8115,0.12225505062936912,1,0.12225505062936912,0.12225505062936912
134,2006-05-15,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0416621275590556,14.06,20.18,9.26,-58.2813,-34.8115,0.12223538278770639,1,0.12223538278770639,0.12223538278770639
